"","nct_id","trial_title","Conditions","condition","Interventions","intervention_type","Sponsor_Collaborators","Gender","Age_Groups","Enrollment","Start_Date","Completion_Date","title","z","direction","m2"
"382","NCT00337571","Study of Aripiprazole in the Treatment of Children and Adolescents With Autistic Disorder (AD)","Behavioral Symptoms|Autistic Disorder","mental health","Drug: Aripiprazole|Drug: Placebo","drug","Otsuka Pharmaceutical Development & Commercialization, Inc.|Otsuka America Pharmaceutical","Both","Child",218,"June 2006","April 2010","Mean Change (Week 8 - Baseline) in the Autistic Behavior Checklist (ABC) Irritability Subscale Score",2.652069808,"1",24124
"383","NCT01089127","Efficacy and Safety of Different Doses of Indacaterol in Chronic Obstructive Pulmonary Disease (COPD)","Chronic Obstructive Pulmonary Disease","respiratory","Drug: Indacaterol|Drug: Salmeterol 50 μg|Drug: Placebo to indacaterol|Drug: Placebo to salmeterol","drug","Novartis Pharmaceuticals|Novartis","Both","Adult|Senior",552,"March 2010","May 2011","Trough Forced Expiratory Volume in 1 Second (FEV1) 24 Hours Post-dose at the End of the Study (Week 2 + 1 Day， Day 15)",2.652069808,"1",24137
"384","NCT00662558","A Six Week Study Of The Pain Relieving Effects Of Celecoxib 200 Mg Twice Daily Compared To Tramadol 50 Mg Four Times Daily In Patients With Chronic Low Back Pain","Low Back Pain","other","Drug: celecoxib|Drug: tramadol HCL","drug","Pfizer","Both","Adult|Senior",802,"January 2008","August 2008","Treatment Responders Based on the Numerical Rating Scale-Pain (NRS-Pain)",2.6521,"1",24104
"385","NCT00737672","GORE VIABAHN Endoprosthesis Versus Percutaneous Transluminal Angioplasty (PTA) to Revise AV Grafts in Hemodialysis","Renal Failure|Hemodialysis","other","Device: GORE VIABAHN Endoprosthesis with PROPATEN Bioactive Surface|Procedure: Percutaneous Transluminal Angioplasty","device","W.L.Gore & Associates","Both","Adult|Senior",293,"September 2008","September 2010","Target Lesion Primary Patency at 6 Months",2.6521,"1",24129
"386","NCT01081912","Phase 3 Study of Hydrocodone Bitartrate Controlled-release Capsules in Subjects With Chronic Low Back Pain","Back Pain Lower Back Chronic","other","Drug: Placebo|Drug: Hydrocodone bitartrate","drug","Zogenix, Inc.","Both","Adult|Senior",510,"March 2010","September 2012","Mean Change in 24-hour Pain Intensity Ratings Scale (NRS).",2.68,"1",24153
"387","NCT00281697","A Study to Evaluate the Safety and Efficacy of Bevacizumab in Combination With Chemotherapy in Previously Treated Metastatic Breast Cancer (RIBBON 2)","Metastatic Breast Cancer","cancer","Drug: Bevacizumab|Drug: Placebo|Drug: Standard chemotherapy","drug","Genentech, Inc.","Both","Adult|Senior",684,"February 2006","May 2011","Progression-free Survival",2.687449447,"1",24137
"388","NCT00079937","Efficacy and Safety of Omalizumab in Children (6 - < 12 Years) With Moderate-severe, Inadequately Controlled Allergic Asthma","Asthma","respiratory","Drug: Omalizumab|Drug: Placebo|Drug: Fluticasone","drug","Novartis Pharmaceuticals|Novartis","Both","Child",628,"April 2004","May 2008","",2.696844261,"1",24101
"389","NCT00334958","Rufinamide Given as Adjunctive Therapy in Patients With Refractory Partial Seizures","Epilepsy","mental health","Drug: Placebo|Drug: Rufinamide","drug","Eisai Inc.","Both","Child|Adult|Se",356,"February 2006","April 2011","Percentage Change in Total Partial Seizure Frequency Per 28 Days During Maintenance Phase Relative to the Baseline Phase",2.696844261,"1",24136
"390","NCT00600886","Safety and Efficacy of Pasireotide Long Acting Release (LAR) vs. Octreotide LAR in Patients With Active Acromegaly","Acromegaly","endocrine and metabolic","Drug: Pasireotide|Drug: Octreotide","drug","Novartis Pharmaceuticals|Novartis","Both","Adult|Senior",358,"February 2008","March 2009","Compare the Proportion of Patients With a Reduction of Mean GH Level to <2.5 ug/L and the Normalization of IGF-1 Between the Two Teatments Groups",2.696844261,"1",24111
"391","NCT01430754","Withdrawal Study to Demonstrate the Maintenance Effect in the Treatment of Non-24-Hour Sleep-Wake Disorder","Non-24-Hour Sleep-Wake Disorder","mental health","Drug: tasimelteon|Drug: Placebo","drug","Vanda Pharmaceuticals","Both","Child|Adult|Se",20,"September 2011","April 2012","Maintenance of Entrainment (aMT6s) in Subjects With N24HSWD.",2.697,"1",24148
"392","NCT00885378","Efficacy and Safety Study of Saxagliptin + Metformin Immediate Release (IR) Versus Metformin IR Alone in Type 2 Diabetes Mellitus","Type 2 Diabetes Mellitus","endocrine and metabolic","Drug: Saxagliptin plus metformin IR|Drug: Placebo plus metformin IR","drug","AstraZeneca","Both","Adult|Senior",166,"May 2009","August 2010","",2.7317,"1",24128
"393","NCT01156571","A Clinical Trial Comparing Cangrelor to Clopidogrel Standard Therapy in Subjects Who Require Percutaneous Coronary Intervention (PCI) (CHAMPION PHOENIX)","Atherosclerosis|Percutaneous Coronary Intervention|Acute Coronary Syndrome","cardiovascular","Drug: cangrelor P2Y12 (platelet) inhibitor|Drug: Clopidogrel - 300 or 600 mg (study arm)|Drug: Clopidogrel 600 mg post cangrelor","drug","The Medicines Company","Both","Adult|Senior",11145,"September 2010","November 2010","The Composite Incidence of All-cause Mortality， Myocardial Infarction (MI)， Ischemia-driven Revascularization (IDR) and Stent Thrombosis (ST)",2.735318203,"1",24131
"394","NCT00099437","Comparison of Fulvestrant (FASLODEX™) 250 mg and 500 mg in Postmenopausal Women With Oestrogen Receptor Positive Advanced Breast Cancer Progressing or Relapsing Af","Breast Cancer","cancer","Drug: Fulvestrant","drug","AstraZeneca","Female","Adult|Senior",834,"February 2005","March 2008","Time to Progression (TTP)",2.747781385,"1",24099
"395","NCT00614445","The Efficacy Of Diclectin® For Nausea And Vomiting Of Pregnancy","Nausea and Vomiting of Pregnancy","other","Drug: doxylamine succinate 10 mg/pyridoxine hydrochloride 10 mg|Drug: Placebo","drug","Duchesnay Inc.|Premier Research Group plc","Female","Adult|Senior",280,"January 2008","February 2009","Diclectin Versus Placebo for Treatment of Nausea and Vomiting of Pregnancy (NVP) as Measured by the Change in Pregnancy Unique-Quantification of Emesis (PUQE) Overall Score of Symptoms From Baseline (Day 1) to End of Study Visit (Day 15).",2.747781385,"1",24110
"396","NCT00732381","Study of Nasonex in the Relief of Nasal Congestion in Patients With Seasonal Allergic Rhinitis (Study P05529)","Allergic Rhinitis","other","Drug: Mometasone furoate nasal spray (MFNS)|Drug: Matching placebo nasal spray","drug","Merck Sharp & Dohme Corp.","Both","Child|Adult|Se",351,"August 2008","July 2010","The Change From Baseline in Average AM/PM PRIOR Nasal Congestion Score Over 15 Days",2.7478,"1",24127
"397","NCT01358526","Efficacy and Safety of Oxycodone/Naloxone Controlled-release Tablets (OXN) Compared to Placebo in Opioid-experienced Subjects With Moderate to Severe Chronic Low Bac","Low Back Pain","other","Drug: Oxycodone/Naloxone Controlled-release|Drug: Placebo","drug","Purdue Pharma LP","Both","Adult|Senior",1095,"May 2011","February 2011","The “Average Pain Over the Last 24 Hours” at Week 12 of the Double-blind Period",2.776190335,"1",24134
"398","NCT00470600","Efficacy and Safety Study of Caldolor (IV Ibuprofen) in Hospitalized Adult Orthopedic Patients","Pain","other","Drug: Caldolor|Other: Normal Saline","drug","Cumberland Pharmaceuticals","Both","Adult|Senior",185,"May 2007","March 2008","AUC-VAS With Movement (Post-operative Period， Hour-6-28)",2.777,"1",24099
"399","NCT00721968","Safety and Efficacy of the GTS400 Stent in Conjunction With Cataract","Open-angle Glaucoma","other","Device: Glaucoma Stent Surgery (GTS400 Stent)|Procedure: cataract surgery alone","device","Glaukos Corporation","Both","Adult|Senior",62,"March 2007","September 2008","Month 12 Intraocular Pressure ≤ 18 mmHg Without Topical Hypotensive Medications",2.7865,"1",24105
"400","NCT00069121","A Study of Xeloda (Capecitabine) Plus Oxaliplatin in Patients With Colon Cancer","Colorectal Cancer","cancer","Drug: capecitabine [Xeloda]|Drug: Oxaliplatin|Drug: Oxaliplatin|Drug: Leucovorin|Drug: 5 FU","drug","Hoffmann-La Roche","Both","Adult|Senior",1886,"January 2003","October 2011","Disease-free Survival (DFS) [Number of Events]",2.797,"1",24142
"401","NCT01034462","Safety and Efficacy of Levomilnacipran ER (F2695 SR) in Major Depressive Disorder","Major Depressive Disorder","mental health","Drug: Levomilnacipran ER|Drug: Placebo","drug","Forest Laboratories","Both","Adult|Senior",442,"December 2009","March 2008","Change in Montgomery-Asberg Depression Rating Scale (MADRS) Total Score",2.80064873,"1",24099
"402","NCT00666263","Study of the Effectiveness of Intravenous Immune Globulin (10%) for the Treatment of Multifocal Motor Neuropathy","Multifocal Motor Neuropathy","mental health","Biological: Immune Globulin Intravenous (human), 10%|Biological: 0.25% human albumin solution (Placebo)","biolog","Baxter Healthcare Corporation","Both","Adult|Senior",50,"August 2008","January 2012","Grip Strength in the More Affected Hand",2.807,"1",24145
"403","NCT00868452","Lurasidone - A 6-week Study of Patients With Bipolar I Depression (Add-on)","Bipolar Depression","mental health","Drug: lurasidone + (lithium or divalproex)|Drug: Placebo + (lithium or divalproex)","drug","Sunovion","Both","Adult|Senior",348,"April 2009","August 2012","Mean Change From Baseline in the Montgomery-Asberg Depression Rating Scale (MADRS) Total Score at Endpoint (Week 6)",2.807,"1",24152
"404","NCT00912964","A Study to Test the Efficacy and Safety of the Beta-3 Agonist Mirabegron (YM178) in Patients With Symptoms of Overactive Bladder","Urinary Bladder, Overactive","other","Drug: Mirabegron|Drug: Placebo","drug","Astellas Pharma Inc","Both","Adult|Senior",2030,"April 2009","March 2010","Change From Baseline to End of Treatment (Final Visit) in Mean Number of Incontinence Episodes Per 24 Hours",2.807,"1",24123
"405","NCT00194077","Study of Aripiprazole (Abilify) in Children With Symptoms of Mania","Bipolar Disorder","mental health","Drug: Aripiprazole|Drug: Placebo","drug","University Hospital Case Medical Center|Bristol-Myers Squibb","Both","Child",60,"August 2004","October 2009","Time in Weeks to Discontinuation",2.807033768,"1",24118
"406","NCT00540514","Albumin-bound Paclitaxel (ABI-007) for Patients With Advanced Non-Small Cell Lung Cancer","Non-Small Cell Lung Carcinoma","cancer","Drug: Albumin-bound paclitaxel|Drug: Paclitaxel|Drug: Carboplatin","drug","Celgene Corporation","Both","Adult|Senior",1052,"November 2007","May 2009","Percentage of Participants Who Achieved an Objective Confirmed Complete Response or Partial Response by Blinded Radiology Assessment",2.807033768,"1",24113
"407","NCT00562159","Efficacy and Safety of Grass Sublingual Tablet in Adults (P05238 AM3)(COMPLETED)","Rhinoconjunctivitis|Rhinitis|Conjunctivitis|Allergy","other","Drug: Placebo|Biological: SCH 697243|Drug: Loratadine 10 mg Rescue Treatment|Drug: Olopatadine 0.1% Rescue Treatment|Drug: Mometasone 50 mcg Rescue Treatment|Drug: Prednisone 5 mg Rescue Treatment|Drug: Albuterol sulfate 108","biolog","Merck Sharp & Dohme Corp.","Both","Adult",439,"November 2007","November 2011","Participant Total Combined Symptom (TCS) Score Over the Entire Grass Pollen Season (GPS)",2.807033768,"1",24143
"408","NCT00396032","A Study of Tenecteplase for Restoration of Function in Dysfunctional Hemodialysis Catheters","Dysfunctional Hemodialysis Catheters","cardiovascular","Drug: placebo|Drug: tenecteplase","drug","Genentech, Inc.","Both","Child|Adult|Se",150,"October 2006","December 2011","Percentage of Subjects Who Had Treatment Success With Respect to Blood Flow Rate (BFR) at Visit 1",2.847963287,"1",24144
"409","NCT00500318","A Study of Exercise Endurance and Lung Hyperinflation in Patients With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD)","Pulmonary Disease, Chronic Obstructive","respiratory","Drug: Aclidinium Bromide|Drug: Placebo","drug","Forest Laboratories| Almirall, S.A.","Both","Adult|Senior",181,"July 2007","March 2008","Change From Baseline in Exercise Endurance Time (ET)",2.862736264,"1",24099
"410","NCT01087762","Certolizumab Pegol in Subjects With Active Axial Spondyloarthritis","Spondyloarthropathies","other","Biological: CZP 200 mg Q2W|Biological: CZP 400 mg Q4W|Other: Placebo","biolog","UCB BIOSCIENCES GmbH|UCB Pharma","Both","Adult|Senior",325,"March 2010","March 2009","Assessment in Axial Spondyloarthritis International Society 20 % (ASAS20) Response Criteria at Week 12",2.878161739,"1",24111
"411","NCT01185301","Study to Determine the Effects of Different Doses of Methotrexate (MTX) When Taken With Adalimumab in Subjects With Early Rheumatoid Arthritis (RA)","Early Rheumatoid Arthritis","other","Biological: adalimumab|Drug: methotrexate","biolog","AbbVie (prior sponsor, Abbott)|AbbVie","Both","Adult|Senior",395,"October 2010","October 2012","Percentage of Participants With 28-Joint Disease Activity Score of C-reactive Protein (DAS28[CRP]) Low Disease Activity at Week 26",2.878161739,"1",24154
"412","NCT00827242","Study to Treat Patients Who Have Signs and Symptoms of Benign Prostatic Hyperplasia (BPH) With Tadalafil Daily","Benign Prostatic Hyperplasia","other","Drug: Placebo|Drug: tadalafil","drug","Eli Lilly and Company","Male","Adult|Senior",325,"January 2009","April 2008","Change From Baseline to 12 Weeks， International Prostate Symptom Score (IPSS)",2.8782,"1",24100
"413","NCT00895011","Research Evaluating an Investigational Medication for Erectile Dysfunction - Post-Prostatectomy","Erectile Dysfunction","other","Drug: Placebo|Drug: Avanafil|Drug: Avanafil","drug","VIVUS, Inc.","Male","Adult|Senior",298,"April 2009","November 2008","Change in Percentage of Sexual Attempts in Which Subjects Are Able to Maintain an Erection of Sufficient Duration to Have Successful Intercourse",2.8891,"1",24107
"414","NCT00524264","A Study of Ketorolac for the Treatment of Inflammation and Pain Associated With Cataract Surgery","Cataract Extraction|Pain|Inflammation","other","Drug: ketorolac","drug","Allergan","Both","Adult|Senior",248,"October 2007","March 2008","Resolution of Post Operative Inflammation",2.891,"1",24099
"415","NCT00784277","A Study to Compare the Frequency of Constipation Symptoms With Tapentadol Immediate Release (IR) Treatment Versus Oxycodone IR Treatment in Patients With End-stage J","Joint Diseases|Arthritis|Osteoarthritis","other","Drug: oxycodone CR|Drug: oxycodone IR|Drug: Tapentadol ER (CG5503)|Drug: Tapentadol IR (CG5503)|Drug: Tapentadol IR (CG5503)|Drug: placebo|Drug: placebo","drug","Johnson & Johnson Pharmaceutical Research & Development, L.L.C.|Grünenthal GmbH","Both","Adult|Senior",597,"October 2008","December 2009","5-Day Sum of Pain Intensity Difference (SPID5)",2.8943,"1",24120
"416","NCT00533273","Non-US Study of AA4500 (XIAFLEX™, Proposed Name) in the Treatment of Advanced Dupuytren's Disease","Advanced Dupuytren's Disease","other","Biological: collagenase clostridium histolyticum","biolog","Auxilium Pharmaceuticals","Both","Adult|Senior",66,"August 2007","May 2010","Reduction in Contracture to 5° or Less of the Primary Joint",2.908,"1",24125
"417","NCT00339183","Comparison of Treatment Effect of Chemotherapy With Panitumumab to Chemotherapy Alone","Metastatic Colorectal Cancer","cancer","Drug: Panitumumab|Drug: FOLFIRI","drug","Amgen","Both","Adult|Senior",1186,"May 2006","May 2010","Progression-free Survival (PFS)",2.911237726,"1",24125
"418","NCT00570739","Effects of Metformin Hydrochloride (HCl) in Combination With Colesevelam HCl, Compared to Metformin HCl Alone, in Patients With Type 2 Diabetes Mellitus and the Effe","Type 2 Diabetes Mellitus|Hypercholesterolemia|Pre-diabetes","endocrine and metabolic","Drug: Metformin HCl and Colesevelam Placebo|Drug: Metformin HCl tablets and Colesevelam tablets|Drug: Colesevelam placebo|Drug: Colesevelam","drug","Daiichi Sankyo Inc.","Both","Adult|Senior",502,"November 2007","January 2011","",2.920027944,"1",24133
